Doc_ID,Title,FinBERT_Label,Source
11926,agreements - infosys limited has informed the exchange about entering into an joint venture agreement with telstra limited,positive,NSE
11927,updates - tata consultancy services limited has informed the exchange regarding 'press release - tcs and australian securities exchange (asx) go-live with chess release 1 for cash clearing & settlement'.,neutral,NSE
11928,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) for 12,142 (twelve thousand one hundred and fortytwo) shares received from the shareholder(s) of the company on august 5, 2024. asrequired under sebi circular no. sebi / ho / mirsd / mirsd_rtamb / p /cir /2022/8dated january 25, 2022, the company shall issue letter of confirmation to theshareholders after compliance of required formalities.",negative,NSE
11929,"general updates - wipro limited has informed the exchange regarding disclosure pursuant to regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015",negative,NSE
11930,"updates - tata consultancy services limited has informed the exchange regarding 'press release - tcs and qualcomm collaborate to develop ai-driven smart, sustainable capabilities for industries'.",positive,NSE
11931,"sale or disposal - intimation by mahindra lifespace developers limited, a listed subsidiary of the company, under regulation 30 of the securities and exchange board of india (listing obligations and disclosure requirements) regulations, 2015 ( sebi listing regulations )",negative,NSE
11932,updates - tata consultancy services limited has informed the exchange regarding 'press release - tcs recognised in everest group's 2025 elevate honors for market-leading growth'.,positive,NSE
11933,"allotment of securities - bharti airtel limited has informed the exchange regarding allotment of 461527 securities pursuant to conversion of foreign currency convertible bonds at its meeting held on january 03, 2025",positive,NSE
11934,"updates - nestle india limited has informed the exchange regarding 'regulation 30 and schedule iii of the sebi (listing obligations and disclosure requirements) regulations, 2015 ( listing regulations ): intimation regarding receipt of an order from customs department coochbehar in relation to short payment of customs duty'.",negative,NSE
11935,"credit rating- revision - bharti airtel limited has informed the exchange about disclosure under regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015 - revision in credit rating outlook",negative,NSE
11936,"updates - ntpc limited has informed the exchange regarding 'disclosure under regulation 30 of sebi (lodr) regulations, 2015'.",negative,NSE
11937,esop/esos/esps - itc limited has informed the exchange regarding allotment of 6575870 shares.,positive,NSE
11938,"updates - adani enterprises limited has informed the exchange regarding 'intimation under regulation 30 of sebi (lodr) reg, 2015 declaration of the successful resolution applicant and issuance of letter of intent for acquiring jaiprakash associates limited'.",neutral,NSE
11939,updates - tata consultancy services limited has informed the exchange regarding 'press release-council of europe development bank partners with tcs to transform reconciliation processes'.,positive,NSE
11940,"appointment - axis bank limited has informed the exchange regarding appointment of mr pranam wahi as additional independent director of the company w.e.f. february 15, 2024. upto february 14, 2028 (both days inclusive) subject to approval of shareholders.",neutral,NSE
11941,updates - infosys limited has informed the exchange regarding 'infosys expands strategic collaboration with meta: unveils center of excellence to drive enterprise ai innovation through open source'.,positive,NSE
11942,"certificate under sebi (depositories and participants) regulations, 2018 - state bank of india has informed the exchange about certificate under sebi (depositories and participants) regulations, 2018 for the quarter ended 31.12.2025",neutral,NSE
11943,"allotment of securities - icici bank has allotted 715,180 equity shares of face value of rs 2 each on march 15, 2024 under the icici bank employees stock option scheme-2000. the above allotment has been approved by two executive directors today at 11:39 a.m. (being time of the last approval) pursuant to the power delegated by the board of directors of the bank at its meeting held on october 21, 2023.",positive,NSE
11944,"trading window - grasim industries limited has informed the exchange regarding the trading window closure pursuant to sebi (prohibition of insider trading) regulations, 2015",negative,NSE
11945,"general updates - ntpc limited has informed the exchange regarding disclosure under regulation 30 of sebi (lodr) regulations, 2015.",negative,NSE
11946,"trading window - bajaj auto limited has informed the exchange regarding the trading window closure pursuant to sebi (prohibition of insider trading) regulations, 2015",negative,NSE
11947,"certificate under sebi (depositories and participants) regulations, 2018 - indusind bank limited has informed the exchange about certificate under 74(5) of sebi (depositories and participants) regulations, 2018",neutral,NSE
11948,esop/esos/esps - itc limited has informed the exchange regarding allotment of 269610 shares.,positive,NSE
11949,pendency of litigation(s)/dispute(s) or the outcome impacting the company - bharti airtel limited has informed the exchange about update on material litigation,neutral,NSE
11950,"analysts/institutional investor meet/con. call updates - axis bank limited has informed the exchange about schedule of meet - may 28, 2024",neutral,NSE
11951,general updates - esg rating from nse sustainability ratings & analytics limited for fy 2024-25,neutral,NSE
11952,esop/esos/esps - icici bank limited has informed the exchange regarding allotment of 78799 shares.,positive,NSE
11953,"updates - tata consultancy services limited has informed the exchange regarding 'press release -tcs and abb strengthen strategic it, ai, and engineering partnership'.",positive,NSE
11954,updates - larsen & toubro limited has informed the exchange regarding 'intimation of media interaction hosted by the company'.,neutral,NSE
11955,updates - state bank of india has informed the exchange regarding 'bidding updates'.,neutral,NSE
11956,"resignation - itc limited has informed the exchange regarding resignation of mr david robert simpson as non- executive director of the company w.e.f. january 30, 2024.",negative,NSE
11957,"updates - icici bank limited has informed the exchange regarding 'certificate under regulation 74(5) of the sebi (depositoriesand participants) regulations, 2018, for the quarter ended march 31, 2024 receivedfrom kfin technologies limited, registrar and transfer agent for equity shares of thebank'.",neutral,NSE
11958,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) received from the shareholder(s) of the company onaugust 29, 2024 and august 30, 2024 aggregating to 10,903 (ten thousand ninehundred and three) shares. as required under sebi circular no. sebi / ho / mirsd /mirsd_ rtamb / p / cir / 2022 / 8 dated january 25, 2022, the company shall issue letter of confirmation to the shareholders after compliance of required formalities.",negative,NSE
11959,"updates - compliance under reg 30(5) of sebi (listing obligations and disclosure requirements) regulations, 2015",negative,NSE
11960,analysts/institutional investor meet/con. call updates - hindustan unilever limited has informed the exchange about transcript,neutral,NSE
11961,"updates - infosys limited has informed the exchange regarding 'transcripts of the press conference and earnings call conducted after the meeting ofboard of directors on april 23, 2026'.",neutral,NSE
11962,"copy of newspaper publication - wipro limited has informed the exchange about newspaper advertisement - regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015",negative,NSE
11963,"disclosure under sebi takeover regulations - nerka chemicals private limited has submitted to the exchange a copy of disclosure under regulation 31(4) of the securities and exchange board of india (substantial acquisition of shares and takeovers) regulations, 2011.",positive,NSE
11964,"change in management - announcement under regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015",negative,NSE
11965,"press release - state bank of india has informed the exchange regarding a press release dated may 13, 2024, titled ""trading cum clearing member of iibx"".",neutral,NSE
11966,updates - tata consultancy services limited has informed the exchange regarding 'press release - tcs and amd to bring state-of-the-art 'helios' rack-scale ai architecture to india'.,positive,NSE
11967,copy of newspaper publication - icici bank limited has informed the exchange regarding notice of annual general meeting - newspaper publication,neutral,NSE
11968,esop/esos/esps - hdfc bank limited has informed the exchange regarding allotment of 2066610 shares.,positive,NSE
11969,esop/esos/esps - axis bank limited has informed the exchange regarding allotment of 257834 shares.,positive,NSE
11970,general updates - sbin: state bank of india has informed the exchange about monetary penalty order by reserve bank of india,negative,NSE
11971,updates - state bank of india has informed the exchange regarding 'updates'.,neutral,NSE
11972,general updates - maruti suzuki india limited has informed the exchange about esg rating assigned by nse sustainability ratings & analytics limited,neutral,NSE
11973,"updates - please find attached a media release by the company and reliance retail limited, a subsidiary of the company",neutral,NSE
11974,updates - infosys limited has informed the exchange regarding 'infosys and microsoft expand strategic collaboration to accelerate customer adoption of the microsoft cloud and generative ai'.,positive,NSE
11975,"shareholders meeting - infosys limited has informed the exchange regarding notice of annual general meeting to be held on jun 26, 2024",neutral,NSE
11976,esop/esos/esps - icici bank limited has informed the exchange regarding allotment of 62736 shares.,positive,NSE
11977,"updates - icici bank limited has informed the exchange regarding 'disclosure under regulation 30 read with para a of schedule iii and regulation 46 (2) of the securities and exchange board of india (listing obligations and disclosure requirements) regulations, 2015'.",negative,NSE
11978,"appointment - sbi life insurance company limited has informed the exchange regarding appointment of mr ashwini kumar tewari as non- executive director of the company w.e.f. january 06, 2024.",neutral,NSE
11979,action(s) taken or orders passed - infosys limited has informed the exchange about action(s) taken or orders passed,neutral,NSE
11980,"updates - please find attached a media release by reliance retail ventures limited, a subsidiary of the company, titled reliance retail acquires kelvinator: forging a new era in india's consumer durables market. '.",positive,NSE
11981,"press release - larsen & toubro limited has informed the exchange regarding a press release dated march 13, 2024, titled ""l&t construction wins a (significant*) order forbuildings & factories business"".",positive,NSE
11982,"integrated filing- financial - pursuant to the sebi circular dated december 31, 2024, please find enclosed herewith the integrated filing (financial) of the company for the quarter and nine months ended december 31, 2024.",neutral,NSE
11983,"change in management - disclosure under regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015",negative,NSE
11984,"updates - nestle india limited has informed the exchange regarding 'regulation 30 and schedule iii of the sebi (listing obligations and disclosure requirements) regulations, 2015 '.",negative,NSE
11985,esop/esos/esps - icici bank limited has informed the exchange regarding allotment of shares.,positive,NSE
11986,"allotment of securities - bharti airtel limited has informed the exchange regarding allotment of 1006969 securities pursuant to conversion of foreign currency convertible bonds at its meeting held on november 07, 2024",positive,NSE
11987,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) for 1,479 (one thousand four hundred and seventynine) shares received from the shareholder(s) of the company on september 09, 2024.as required under sebi circular no. sebi / ho / mirsd / mirsd_rtamb / p /cir/2022/8 dated january 25, 2022, the company shall issue letter of confirmation to theshareholders after compliance of required formalities.",negative,NSE
11988,updates - infosys limited has informed the exchange regarding 'six winners of the infosys prize 2023 felicitated'.,neutral,NSE
11989,"updates - infosys limited has informed the exchange regarding 'infosys, lufthansa group, and lufthansa systems collaborate to accelerate digital innovation in the aviation industry'.",positive,NSE
11990,"press release - bharti airtel limited has informed the exchange regarding a press release dated april 15, 2024, titled ""(a) airtel expands its network footprint in nanded district under its rural enhancementproject (b) airtel expands its network footprint in palakkad district under its ruralenhancement project (c) airtel expands its network footprint in purba & paschim medinipur district under itsrural enhancement project (d) airtel expands its network footprint in shajapur district under its ruralenhancement project "".",positive,NSE
11991,"general updates - wipro limited has informed the exchange that pursuant to regulation 30 read with para a of part a of schedule iii of the sebi (listing obligations and disclosure requirements) regulations, 2015, it is informed that capco (uk) 1, limited - uk, stepdown subsidiary of wipro limited ( company ), has been voluntarily dissolved with effect from january 19, 2025. the company received confirmation of the aforesaid dissolution from companies house uk on january 20, 2025",negative,NSE
11992,"updates - eicher motors limited has informed the exchange regarding 'disclosure under regulation 30 read with schedule iii of sebi (listing obligations and disclosure requirements) regulations, 2015'.",negative,NSE
11993,"disclosure under sebi takeover regulations - tata sons private ltd has submitted to the exchange a copy of disclosures under regulation 10(6)-report to stock exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of sebi (sast) regulations, 2011.",negative,NSE
11994,"press release - tata consultancy services limited has informed the exchange regarding a press release dated january 20, 2025, titled ""tcs opens new delivery centre in france to drive ai-powered transformation for the aerospace and defence industries"".",neutral,NSE
11995,"general updates - further to our letter dated 16th october, 2025, we write to advise that, in terms of regulation 29 of the sebi (listing obligations and disclosure requirements) regulations, 2015, the board of directors of the company at the meeting convened for thursday, 30th october, 2025 will also, inter alia, consider the proposal for voluntary delisting of the ordinary shares of the company from the calcutta stock exchange limited.",negative,NSE
11996,copy of newspaper publication - announcement under regulation 30 of sebi (listing obligations and disclosure requirements),negative,NSE
11997,"financial result updates - state bank of india has submitted to the exchange, the financial results for the period ended september 30, 2024.",neutral,NSE
11998,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) for 2,151 (two thousand one hundred and fiftyone) shares received from the shareholder(s) of the company on june 26, 2024. asrequired under sebi circular no. sebi / ho / mirsd / mirsd_rtamb / p /cir /2022/8dated january 25, 2022, the company shall issue letter of confirmation to theshareholders after compliance of required formalities.",negative,NSE
11999,esop/esos/esps - icici bank limited has informed the exchange regarding allotment of 2842 shares.,positive,NSE
12000,"committee meeting updates - icici bank limited has informed the exchange regarding outcome of committee meeting held on march 26, 2025.",neutral,NSE
12001,updates - tata consultancy services limited has informed the exchange regarding 'press release - tcs and servicenow partner to accelerate large-scale ai adoption for enterprises'.,positive,NSE
12002,esop/esos/esps - infosys limited has informed the exchange regarding allotment of 701328 shares.,positive,NSE
12003,updates - infosys limited has informed the exchange regarding 'infosys finacle to power digital transformation for producers savings bank corporation in the philippines'.,neutral,NSE
12004,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) received from the shareholder(s) of the company onseptember 12, 2024 and september 13, 2024 aggregating to 18,330 (eighteen thousandthree hundred and thirty) shares. as required under sebi circular no. sebi / ho /mirsd / mirsd_ rtamb / p / cir / 2022 / 8 dated january 25, 2022, the company shallissue letter of confirmation to the shareholders after compliance of required formalities.",negative,NSE
12005,"press release - bharti airtel limited has informed the exchange regarding a press release dated october 14, 2024, titled ""we are enclosing herewith a press release dated october 14, 2024 titled airtel business partners with zscaler to launch airtel secure digital internet being issued by the company. "".",neutral,NSE
12006,"disclosure under sebi takeover regulations - s b adani family trust�has submitted to the exchange a copy of disclosure under regulation 31(4) of the securities and exchange board of india (substantial acquisition of shares and takeovers) regulations, 2011.",positive,NSE
12007,"disclosure under sebi takeover regulations - bhairavi madhusudan shibulal has submitted to the exchange a copy of disclosure under regulation 31(4) of the securities and exchange board of india (substantial acquisition of shares and takeovers) regulations, 2011.",negative,NSE
12008,"shareholders meeting - itc limited has informed the exchange regarding notice of annual general meeting to be held on july 26, 2024",neutral,NSE
12009,"press release - larsen & toubro limited has informed the exchange regarding a press release dated april 22, 2026, titled ""l&t energy greentech enters green ammonia partnership with japan s itochu"".",neutral,NSE
12010,"allotment of securities - this is to inform you that icici bank has allotted 315,976 equity shares of face value of rs. 2 each on february 20, 2024 under the icici bank employees stock option scheme-2000. the above allotment has been approved by two executive directors today at 10.36 a.m. (being time of the last approval) pursuant to the power delegated by the board of directors of the bank at its meeting held on october 21, 2023.",positive,NSE
12011,acquisition - itc limited has informed the exchange about incorporation of a new step-down subsidiary,positive,NSE
12012,"updates - update to disclosures dated april 8, 2021 and july 28, 2023 - regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015 is attached.",negative,NSE
12013,"analysts/institutional investor meet/con. call updates - pursuant to regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015 and in continuation to our earlier intimation dated april 8, 2026, this is to inform you that schedule of the earnings conference call to be held on april 16, 2026, has been now revised. the call has been rescheduled from 7:00 pm ist (9:30 am us eastern time) to 7:45 pm ist (10:15 am us eastern time). all other details remain unchanged, as communicated in our earlier intimation dated april 8, 2026.",negative,NSE
12014,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) for 2,242 (two thousand two hundred and fortytwo) shares received from the shareholder(s) of the company on april 23, 2024. asrequired under sebi circular no. sebi / ho / mirsd / mirsd_rtamb / p /cir /2022/8dated january 25, 2022, the company shall issue letter of confirmation to theshareholders after compliance of required formalities.",negative,NSE
12015,"general updates - coal india limited has informed the exchange about general updates-disclosure of event or information under regulation 30 of sebi lodr regulations, 2015 equity investment in talcher fertilizers limited",positive,NSE
12016,"updates - bharat petroleum corporation limited has informed the exchange regarding 'intimation under regulation 30 of sebi (listing obligations & disclosure requirements) regulations, 2015'.",negative,NSE
12017,outcome of board meeting - hdfc bank limited has informed the exchange regarding re-appointment of mr. kaizad bharucha as deputy managing director of hdfc bank limited.,neutral,NSE
12018,"disclosure under sebi takeover regulations - jsw steel limited has submitted to the exchange a copy of disclosure under regulation 31(4) of the securities and exchange board of india (substantial acquisition of shares and takeovers) regulations, 2011.",positive,NSE
12019,"updates - bharti airtel limited has informed the exchange regarding ' disclosure under regulation 30 of sebi (listing obligations and disclosure requirements), regulations, 2015 update on material litigation'.",negative,NSE
12020,"press release - bharti airtel limited has informed the exchange regarding a press release dated august 05, 2025, titled ""financial results for first quarter (q1) ended june 30, 2025"".",neutral,NSE
12021,"stock split - we wish to inform you pursuant to the provisions of regulation 30(2) of the securities and exchange board of india (listing obligations and disclosure requirements) regulations, 2015 read with para a of part a of schedule iii thereto that the board of directors of the bank have, at their meeting held today on the occasion of 40th foundation day, i.e., on november 21, 2025, inter alia, considered and approved sub-division (split) of the existing equity shares of the bank, as follows:sub-division (split) of 1 (one) existing equity share of the bank having face value of rs. 5/- (rupees five only) each, fully paid-up, into 5 (five) equity shares of the bank having face value of re. 1/- (rupee one only) each, fully paid-up.consequently, the board of directors have also approved a proposal to suitably amend the capital clause of the memorandum of association of the bank, to give effect to the aforesaid sub-division of equity shares.both the aforesaid approvals are subject further to the approval/certification of the members, the reserve bank of india (rbi) and any other regulatory/statutory authority, as may be required in this regard.",positive,NSE
12022,"allotment of securities - bharti airtel limited has informed the exchange regarding allotment of 10320058 securities pursuant to conversion of foreign currency convertible bonds at its meeting held on may 28, 2024",positive,NSE
12023,"press release - axis bank limited has informed the exchange regarding a press release dated april 24, 2025, titled ""press release"".",neutral,NSE
12024,"dividend - reliance industries limited has informed the exchange that board of directors at its meeting held on april 22, 2024, recommended final dividend of rs. 10 per equity share.",positive,NSE
12025,"general updates - pursuant to regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015, please find enclosed herewith the specimen of the letter(s) sent to those shareholders whose interim dividend for fy 2025-26 have been withheld.",positive,NSE
12026,analysts/institutional investor meet/con. call updates - reliance industries limited has informed the exchange about transcript and link of recording,neutral,NSE
12027,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) received from the shareholder(s) of the company onmay 30, 2024 and may 31, 2024 aggregating to 8,082 (eight thousand and eighty two)shares. as required under sebi circular no. sebi / ho / mirsd / mirsd_ rtamb / p /cir / 2022 / 8 dated january 25, 2022, the company shall issue letter of confirmation tothe shareholders after compliance of required formalities.",negative,NSE
12028,"press release - state bank of india has informed the exchange regarding a press release dated november 06, 2025, titled ""sale of stake in sbi funds management limited through ipo "".",neutral,NSE
12029,"allotment of securities - state bank of india has informed the exchange regarding allotment of 7500 securities pursuant to non convertible securities at its meeting held on august 29, 2024",positive,NSE
12030,"press release - bharti airtel limited has informed the exchange regarding a press release dated october 07, 2024, titled ""airtel becomes the first service provider to offer seamless connectivity along pune s newly constructed metro route"".",positive,NSE
12031,analysts/institutional investor meet/con. call updates - state bank of india has informed the exchange about investor interaction arranged by j p morgan,neutral,NSE
12032,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) for 5,261 (five thousand two hundred and sixty-one) shares received from the shareholder(s) of the company on june 18, 2024. asrequired under sebi circular no. sebi / ho / mirsd / mirsd_rtamb / p /cir /2022/8dated january 25, 2022, the company shall issue letter of confirmation to theshareholders after compliance of required formalities.",negative,NSE
12033,"copy of newspaper publication - enclosed please find newspaper advertisements - disclosure under regulation 30 of sebi (listing obligation and disclosure requirements) regulations, 2015.",negative,NSE
12034,esop/esos/esps - itc limited has informed the exchange regarding allotment of 2093640 shares.,positive,NSE
12035,"certificate under sebi (depositories and participants) regulations, 2018 - apollo hospitals enterprise limited has informed the exchange about certificate under sebi (depositories and participants) regulations, 2018",neutral,NSE
12036,acquisition - state bank of india has informed the exchange about acquisition,positive,NSE
12037,"shareholders meeting - itc limited has informed the exchange regarding proceedings of annual general meeting held on july 25, 2025. further, the company has informed the exchange regarding voting results.",neutral,NSE
12038,"press release - tata consultancy services limited has informed the exchange regarding a press release dated may 22, 2024, titled ""burgan bank selects tcs bancs to transform its core banking"".",neutral,NSE
12039,"copy of newspaper publication - pursuant to regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015, please find enclosed herewith the copies of newspaper advertisement(s) intimating that the special window has been opened for transfer and dematerialization of physical securities..",negative,NSE
12040,"press release - bharti airtel limited has informed the exchange regarding a press release dated jun 27, 2024, titled ""nxtra by airtel joins re100, commits to becoming a 100% renewable energy data centre company"".",positive,NSE
12041,"outcome of board meeting - axis bank limited has informed the exchange regarding outcome of board meeting held on april 25, 2026.",neutral,NSE
12042,updates - infosys limited has informed the exchange regarding 'infosys collaborates with tdc net to acceleratedigital transformation'.,positive,NSE
12043,"outcome of board meeting - itc limited has informed the exchange regarding outcome of board meeting held on august 01, 2024.",neutral,NSE
12044,updates - larsen & toubro limited has informed the exchange regarding 'schedule of analyst / institutional investors meet- cancellation of group meeting dated 5th november 2025'.,negative,NSE
12045,"press release - bharti airtel limited has informed the exchange regarding a press release dated march 19, 2024, titled ""airtel expands its network footprint in jharkhand under rural enhancement project"".",positive,NSE
12046,general updates - state bank of india has informed the exchange about divestment of stake in yes bank limited (ybl) by state bank of india (sbi) to sumitomo mitsui banking corporation (smbc),neutral,NSE
12047,updates - tata consultancy services limited has informed the exchange regarding 'tata consultancy services limited has informed the exchange regarding 'press release - lion selects tcs to drive ai-powered transformation and business growth''.,positive,NSE
12048,"dividend - hdfc bank limited has informed the exchange that board of directors at its meeting held on april 20, 2024, recommended final dividend of rs. 19.50 per equity share.",positive,NSE
12049,"loss of share certificates - pursuant to regulation 39 (3) of sebi (listing obligations and disclosure requirements) regulations, 2015 and sebi circular no. sebi/ ho/ mirsd_rtam/ p/ cir/ 2022/8 dated january 25, 2022, please find attached details of issue of letter of confirmation / entitlement letters, as per the enclosed annexure",negative,NSE
12050,"outcome of board meeting - sbi life insurance company limited has informed the exchange regarding outcome of board meeting held on december 30, 2024.",neutral,NSE
12051,"outcome of board meeting - wipro limited has informed the exchange regarding intimation under regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015 - adoption of wipro limited employee stock options, performance stock unit and restricted stock unit scheme 2024",negative,NSE
12052,acquisition - reliance industries limited has informed the exchange about investment in star india private limited,positive,NSE
12053,"allotment of securities - icici bank has allotted 71,628 equity shares of face value of rs. 2 each on june 25, 2024 under esus-2022. the above allotment has been approved by two executive directors today at 10.24 a.m. (being time of the last approval) pursuant to the power delegated by the board of directors of the bank at its meeting held on october 21, 2023.",positive,NSE
12054,"disclosure under sebi takeover regulations - nehal abhay vakil, bhiravi abhay vakil, vivek abhay vakil has submitted to the exchange a copy of disclosure under regulation 31(4) of the securities and exchange board of india (substantial acquisition of shares and takeovers) regulations, 2011.",positive,NSE
12055,esop/esos/esps - icici bank limited has informed the exchange regarding allotment of 519159 shares.,positive,NSE
12056,"updates - infosys limited has informed the exchange regarding 'infosys outlines a bolder esg vision 2030; aspires to become climate positive in 2030, expands global skilling and livelihood commitments'.",positive,NSE
12057,"updates - indusind bank limited has informed the exchange regarding 'disclosure under regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015'.",negative,NSE
12058,"retirement - disclosure under regulation 30 of sebi (lodr) regulations, 2015",negative,NSE
12059,"clarification - drreddy: the exchange has sought clarification from dr. reddy's laboratories limited with respect to announcement dated 07-jun-2024, regarding "" dr. reddy's laboratories limited has informed the exchange regarding 'disclosure under regulation 30 of sebi (lodr) regulations, 2015'."". on basis of above the company is required to provide the parameters as per para-a sub para-20, of the sebi circular dated july 13, 2023. the response of the company is awaited.",negative,NSE
12060,updates - sbi life insurance company limited has informed the exchange regarding 'intimation of 24th annual general meeting'.,neutral,NSE
12061,record date - state bank of india has informed the exchange that record date for the purpose of dividend is 16-may-2025.,positive,NSE
12062,"shareholders meeting - reliance industries limited has informed the exchange regarding notice of annual general meeting to be held on august 29, 2024",neutral,NSE
12063,"press release - larsen & toubro limited has informed the exchange regarding a press release dated march 14, 2024, titled ""l&t wins (major*) order from a prestigiousclient in the middle east"".",positive,NSE
12064,"certificate under sebi (depositories and participants) regulations, 2018 - adani ports and special economic zone limited has informed the exchange about certificate under sebi (depositories and participants) regulations, 2018",neutral,NSE
12065,"general updates - itc limited has informed the exchange about recommendation for the approval of the members, re-appointment of mr. shyamal mukherjee (din: 03024803) as a director and also as an independent director of the company for a period of five years with effect from 11th august, 2026.",neutral,NSE
12066,"general updates - wipro limited has informed the exchange that pursuant to regulation 30 read with para a of part a of schedule iii of the sebi (listing obligations and disclosure requirements) regulations, 2015, cardinal us holdings, inc. (step-down subsidiary) has transferred its entire shareholding in capco consulting services llc (step-down subsidiary) to the capital markets company, llc (step-down subsidiary), effective march 30, 2026 (eastern time). the company received intimation to this effect on april 1, 2026.",negative,NSE
12067,"updates - infosys limited has informed the exchange regarding 'further update on company statement dated july 31, 2024 on gst'.",neutral,NSE
12068,"press release - larsen & toubro limited has informed the exchange regarding a press release dated august 21, 2024, titled ""l&t wins (large*) order for its transportationinfrastructure business"".",positive,NSE
12069,"outcome of board meeting - ntpc limited has informed the exchange regarding outcome of board meeting held on jun 29, 2024.in continuation of our letter dated 25.06.2024 and in compliance with regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015, we wish to inform that the board of directors of the company has, in its meeting held on saturday, 29th june, 2024, subject to approval of shareholders, approved the issue of secured/ unsecured, redeemable, taxable/tax-free, cumulative/non-cumulative, non-convertible debentures (""bonds/ncds"") up to rs.12,000 crore in one or more tranches/series not exceeding 12 (twelve), through private placement in domestic market during the period commencing from the date of passing of special resolution till completion of one year thereof or the date of next annual general meeting in the financial year 2025-26, whichever is earlier.the size, tenure, listing details (bse and/or nse), coupon, security (if applicable) and other details as applicable will be decided at the time of issue of each tranche/series.",negative,NSE
12070,"certificate under sebi (depositories and participants) regulations, 2018 - grasim industries limited has informed the exchange about certificate under sebi (depositories and participants) regulations, 2018",neutral,NSE
12071,"updates - nestle india limited has informed the exchange regarding 'regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015: update on one-on-one meet with the institutional investors on 17th april 2024'.",negative,NSE
12072,acquisition - itc limited has informed the exchange about acquisition of shares of ample foods private limited and meat and spice private limited,positive,NSE
12073,analysts/institutional investor meet/con. call updates - sbin: state bank of india has informed the exchange about investor interaction arranged by icici securities,neutral,NSE
12074,"general updates - coal india limited has informed the exchange about general updates- disclosure under regulation 30 read with schedule iii of the sebi (listing obligations and disclosure requirements) regulations, 2015 -rating by crisil esg ratings & analytics limited.",negative,NSE
12075,"press release - tata consultancy services limited has informed the exchange regarding a press release dated november 20, 2025, titled ""tcs secures $1bn investment from tpg to accelerate ai data center business hypervault"".",positive,NSE
12076,"disclosure under sebi takeover regulations - sudha gopalakrishnan has submitted to the exchange a copy of disclosure under regulation 31(4) of the securities and exchange board of india (substantial acquisition of shares and takeovers) regulations, 2011.",negative,NSE
12077,"general updates - maruti suzuki india limited has informed the exchange about intimation under regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015",negative,NSE
12078,esop/esos/esps - icici bank limited has informed the exchange regarding allotment of 200198 shares.,positive,NSE
12079,esop/esos/esps - axis bank limited has informed the exchange regarding allotment of 211428 shares.,positive,NSE
12080,"press release - bharti airtel limited has informed the exchange regarding a press release dated september 05, 2024, titled ""airtel turbo charges its network in assam and northeast for superior voice and data connectivity"".",positive,NSE
12081,"disclosure under sebi takeover regulations - eicher motors limited has submitted to the exchange a copy of disclosure under regulation 31(4) & (5) of the securities and exchange board of india (substantial acquisition of shares and takeovers) regulations, 2011.",negative,NSE
12082,"loss of share certificates - pursuant to regulation 39(3) of the securities and exchange board of india (listingobligations and disclosure requirements) regulations, 2015, we enclose the informationregarding loss of share certificate(s) for 7,515 (seven thousand five hundred andfifteen) shares received from the shareholder(s) of the company on september 24, 2024.as required under sebi circular no. sebi / ho / mirsd / mirsd_rtamb / p /cir/2022/8 dated january 25, 2022, the company shall issue letter of confirmation to theshareholders after compliance of required formalities.",negative,NSE
12083,bagging/receiving of orders/contracts - larsen & toubro limited has informed the exchange about l&t wins (ultra-mega*) order for hydrocarbon offshore business,positive,NSE
